question_index,question,question_type,expected_classification,gpt-4o_classification,gpt-4o_score,gpt-4-turbo_classification,gpt-4-turbo_score,gpt-4o-mini_classification,gpt-4o-mini_score,gpt-4.1-mini_classification,gpt-4.1-mini_score,gpt-4.1-nano_classification,gpt-4.1-nano_score
572,"What precautions should a 32-year-old woman with no major health issues take during the fifth month of pregnancy to ensure proper fetal development and reduce the risk of complications, especially regarding nutrition, physical activity, and sleep?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
573,"I’m 8 months pregnant, and these days I’ve been feeling a persistent pain in my lower abdomen, especially when I move, stand for long periods, or change positions. What should I do to understand if this is normal or if I need medical attention?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
574,"I am 5 months pregnant and have been feeling very weak and low on energy recently, despite trying to eat regularly. What could be causing this, and should I be worried about any specific nutrient deficiencies or other health issues?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
575,I am in the 5th month of my first pregnancy and concerned about not attending regular prenatal checkups because my mother-in-law insists they are unnecessary and a waste of money. Is skipping appointments at this stage of pregnancy risky for my baby's health or mine?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
576,"Mam, maine galti se ek vaginal capsule ko orally (muh ke raste) ek tablet ki tarah le liya hai, toh kya isse koi problem ho sakti hai? Capsule ka naam *** tha (yadi yaad ho toh).",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
577,"There is a clear or yellowish fluid leaking from my right breast when I press on it, and I’m not pregnant or breastfeeding. Is this normal, or could it indicate a problem?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
578,"Starting tomorrow, I’ve noticed that my baby bump is frequently becoming hard for short periods. I’m 28 weeks pregnant—could this be Braxton Hicks contractions, or is it something I should be concerned about?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
579,"What are the best types of nutrient-rich foods to include in a 7-month pregnancy diet to support fetal growth and reduce the risk of complications, and what specific foods can aid in recovery and breastfeeding after delivery?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
580,"Can a pregnant woman in her second trimester safely eat dry fruits like cashews and almonds daily, and if so, what would be a healthy portion size to avoid excessive weight gain or potential allergies?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
581,"What steps can I take to support my 6-month-old baby's brain development, considering I want to focus on age-appropriate activities, nutrition, and creating a stimulating environment?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
582,"Is it normal to feel nauseous and unable to eat anything for the past three days, especially if it’s accompanied by no other symptoms like fever, diarrhea, or abdominal pain?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
583,"I’m now 6 months pregnant, and I’d like to know what specific steps I should take to ensure a healthy pregnancy, such as recommended nutrition, safe exercise routines, or anything I should avoid at this stage.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
584,"I am looking for family planning methods suitable for women in their early 30s who are not planning to conceive for at least five years, as well as information about clinics near [your city or area] that offer counseling and services like IUDs or hormonal birth control.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
585,"I was told by my relatives that some pregnant women receive a specific vaccination to support the brain development of the baby. Can you clarify if such a vaccine exists, what it’s called, and at what stage of pregnancy it is typically recommended?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
586,"This is my first pregnancy, and I’m feeling anxious about the delivery process. If I want to aim for a normal vaginal delivery, will my doctor need to give me any injections during labor, such as for pain relief or to help the labor progress?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
587,"Exactly when should I go to the hospital for delivery if my estimated due date is 28 September 2024, and I’m currently healthy with no complications? Should I wait for contractions to start or go earlier if I notice any specific signs like my water breaking or decreased fetal movement?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
588,How can I quickly contact a doctor or medical professional in case of a severe asthma attack when I am at home and unable to drive to the hospital?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
589,"What should I do to get help if I’m experiencing shortness of breath during the third trimester of pregnancy, especially when lying down or after mild activity?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
590,"What should I do if I experience a consistently high heart rate (over 100 beats per minute) during the second trimester of pregnancy, especially if it happens while I’m resting or accompanied by lightheadedness or shortness of breath?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
591,"How much water should I consume per day during pregnancy if I am in my second trimester, live in a hot climate, and exercise moderately?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
592,"Mujhe 6 mahine ki pregnancy hai aur mere breast se halka sa transparency wala ya paale rang ka liquid (colostrum) abhi se nikal raha hai, kya ye normal hai ya kisi dikkat ki nishani ho sakti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
593,"Can I travel from Guwahati to Silchar (300KM) by train on 28th September, given that I recently had minor leg surgery two weeks ago and need to appear for an interview on 29th September?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
594,"What types of nutrient-rich foods should I include in my diet during pregnancy to help support healthy weight gain for my baby, especially if I’m in my third trimester and my doctor mentioned the baby is measuring small?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
595,Could frequent bending and physical movement during daily household chores at 25 weeks pregnant harm my baby or affect their development?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
596,"Are there specific foods or nutrients that can be included in a pregnant woman's diet to promote healthy skin development in a baby, especially if fair skin runs in the family?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
597,I am a working woman in my mid-30s with a demanding job that leaves me with little time to prepare healthy meals or exercise regularly. This has led to constant fatigue and occasional headaches. How can I start prioritizing my health while managing my busy schedule?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
598,"Meri per mein bhut dard hoti hai, khas kar raat ke samay ya zyada chalne ke baad, aur chest ke right side ke niche kabhi-kabhi tez dard hota hai, jo khaas kar khansne ya gehri saans lene par aur zyada badh jata hai.",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
599,"Meri pet ke beech wale hisse mein bhut tez dard hota hai, jo khane ke baad zyada mehsoos hota hai, aur chest ke right side ke neeche bhi kabi kabi dard hota hai, khaaskar jab mai jhukta hoon ya zyada kaam karta hoon.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
600,What specific nutrients or foods can I include in my diet while breastfeeding or during pregnancy to support my baby’s brain development and overall health?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
601,Is it ok for me to continue daily tasks that involve frequent bending at the waist if I’ve recently been experiencing lower back pain and stiffness?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
602,"Last time I asked you if my [age of the person, e.g., ""2-month-old baby"" or ""elderly parent""] is able to hear our voices or not, as I’ve noticed [specific observation, e.g., ""they don’t respond to loud sounds"" or ""they don’t turn their head when I speak""].",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0,VAGUE,0
603,"Can you explain the CA 125 test and its significance? My wife has been closely monitoring her CA 125 levels as part of her treatment for ovarian cancer, and we’re trying to better understand what the results mean and how they relate to her condition.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
604,"Normal delivery nahi hone ke karan constant China (kammaan) aur discomfort kyun bani rahti hai, aur kya yeh c-section ke baad hone wale hormones ya body recovery ke issues se related ho sakti hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
605,Can I eat spicy foods like chili if I’ve been experiencing stomach discomfort and occasional heartburn lately? I’m craving very spicy foods but want to be cautious.,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
606,"Main pichle hafte doctor ke pass gai thi, jahan sonography ke dauran mujhe bacche ke thode dur mein halka sa bleeding area dikhaya gaya. Kya yeh spotting ya bleeding pregnancy ke liye risk ho sakti hai, aur yeh khud se thik ho jayegi ya iske liye kuch ilaaj zaroori hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
607,"Mujhe 2 mahine ho chuke hain pregnancy ko, aur ab teesra mahina chal raha hai. Pichli baar sonography pehle mahine mein hui thi, to kya mujhe ab teesre mahine mein routine check-up ke liye sonography karani chahiye? Agar haan, to kis cheez ka dhyan rakhna hoga?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
608,"Mere 6 mahine ke bacche ke private parts thik hain ya nahi ye kaise samajh sakti hoon? Mujhe lagta hai kabhi-kabhi swelling aur redness hoti hai, aur shayad wo uncomfortable feel karta hai. Kya ye normal hai ya koi dikkat ho sakti hai? Plz batayen.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
609,"Chest mai jalan aur dard ho raha hai, khaas kar khana khane ke baad ya late karne par. Saath hi, pait phula hua mehsoos ho raha hai aur kabhi kabhi turant dakar bhi aata hai. Kya ye gastritis ya acidity ki wajeh se ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
610,"What kind of food should a pregnant woman eat during the 8th and 9th months to support the baby's development, manage energy levels, and reduce common issues like heartburn or swelling?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
611,"I’ve been feeling extremely tired for the past few weeks, and I’ve also been experiencing episodes of fast, strong heart palpitations, especially when I’m resting or after mild activity. What could be causing this?",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
612,"When I urinate, I feel a sharp, burning pain in my lower abdomen and near the urethra—could this be a sign of an infection or something else?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
613,"Delivery ke liye ready hone ke liye hemoglobin kitna hona chahiye, agar patient 8th month of pregnancy mein hai aur pehle se mild anemia diagnose hua hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
614,"Me ye jana chhti hu ke mere pet ke niche vali side me drd Q ho rha hai, jo lagatar 2 din se ruk ruk kar ho rha hai, khaas kar khana khane ke baad ya late hue.",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
615,"Mujhe Staring m thyroid ka diagnosis hua tha aur ab me uske liye regular medicine le rahi hu, to kya ye medicine breastfeeding ke dauran mere baby ke health ya growth par koi asar karegi?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
616,I have Ehlers-Danlos syndrome. Will it cause complications during labor and delivery?,specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
617,"Why do my feet feel like they are burning inside, especially at night? It usually starts after I’ve been lying down for a while, and the sensation gets worse in both feet, making it hard to sleep. Could this be related to nerve problems, circulation, or something else?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
618,"Mera sickle cell test positive hai aur mera blood group B negative hai, to kya mere baby ke normal delivery ke chances hain ya cesarean opreation karna padega? Kya is situation mein baby ke health par kuch asar ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
619,"For the past 9 months, I’ve been running regularly, but today I’m experiencing a sharp pain in the lower part of my right leg near the shin. Could this be related to my running, and what might be causing it?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
620,"9 month complete hone ke baad delivery kitne din ke andar hoti hai, aur kya ye normal delivery ya cesarean pe depend karta hai? Agar periods ka exact day ya ultrasound ka expected due date pata ho, to kya fir bhi delivery me delay ho sakta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
621,"Maine home pregnancy test se check kiya tha, aur usmein control line toh clear thi, lekin test line nahi bani. Ye test maine subah pehla urine sample use karke kiya tha. Kya iska matlab hai ki result negative hai ya mujhe test repeat karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
622,"Pregnancy ke third month me kamar aur peron me dard hota hai, jo zyada tar sham ke waqt ya zyada der tak khade rehne ke baad mehsoos hota hai. Kya ye normal hai, ya kisi specific test ya exercise ki zarurat hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
623,"Why can’t I sleep at all at night? Over the past week, I’ve been lying in bed for hours without falling asleep, even though I feel exhausted. I don’t drink caffeine in the evenings, but my mind feels restless, and I sometimes wake up feeling anxious. Could this be related to stress or something else?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
624,"Mera 5th month of pregnancy chal raha hai, lekin mujhe ab tak baby ki movement ya kicking feel nahi ho rahi. Kya ye normal hai, ya mujhe apne doctor se consult karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
625,"I’m experiencing severe pain in my legs, lower back, and pelvic region, which has been ongoing for the past few days. The pain worsens at night, making it difficult for me to sleep, and it also affects my ability to walk or perform daily activities. Should I be concerned about a specific condition, and what steps should I take?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
626,"Agar gharbhasy mein do bacche hain aur dono ka development theek hai, toh kya normal delivery ho sakti hai ya phir C-section ki zarurat padegi? Yeh bhi bataiye agar dono bacche alag-alag position mein ho toh kya asar padega?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
627,"I don’t have a hospital nearby, so can you please suggest food items I should eat and avoid to help manage my high blood pressure and prevent it from getting worse?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
628,"Aj mera 9 month complete hogya hai, pregnancy ke dauran, lekin abhi tak labor pain shuru nahi huye hain. Kya yeh normal hai, aur mujhe kab tak apne doctor se consult karna chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
629,"I have a 15-month-old baby boy whom I am still breastfeeding, and I recently found out I’m pregnant. Is it safe to continue breastfeeding during my pregnancy, or could it affect the baby I’m carrying or my toddler’s nutrition?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
630,"Mujhe yeh Janna tha ki normal delivery ke time kya ek single room milega aur usme kya facilities available hongi, jaise ki privacy, baby care, aur family members ke saath rehne ki permission?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
631,"I’ve been experiencing frequent and excessive gas for the past two weeks, especially after meals. It’s accompanied by mild abdominal discomfort and bloating. Could this be related to my diet, or should I consider other possible causes, and what steps can I take to reduce it?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
632,"I have been diagnosed with Hepatitis B and A, and I am currently pregnant. I am very worried about how to protect my baby from infection during pregnancy or childbirth. What steps or treatments can help ensure my baby stays safe and healthy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
633,"Lower abdomen me pain kyo ho raha h? Abhi 9 week ka pregnancy chal raha h, aur pain kabhi mild hota h, kabhi sharp lagta h. Yeh normal h ya kisi check-up ki zarurat h?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
634,"I have been experiencing blood in my urine for the past few days, but the amount seems to have decreased slightly compared to before. Should I be concerned or get further testing, and could this be related to a possible urinary tract issue or injury?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
635,"I have been experiencing daily vomiting for the past two weeks, even though I’m taking the prescribed medication for it. I also have no appetite at all, and I’ve noticed I’m losing weight. Could this be related to my stomach issues or something else?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
636,"I am experiencing a sharp, aching pain in my vaginal area while lying flat on my back or on my side in bed at night, and it feels worse when I stay in one position for a long time.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
637,"This is my third pregnancy; the previous two deliveries were via C-section, and I’m wondering about the risks and recommendations for attempting a vaginal birth this time.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
638,"Last month I weighed 58 kg, and this month I weigh 62 kg—could this weight gain in such a short time be normal, or should I be concerned about potential causes like changes in diet, activity level, or fluid retention?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1
639,"Pregnancy ke 6th month (24-26 weeks) me ek healthy baby ka weight ultrasound ke mutabiq kitna hona chahiye, aur agar weight kam ho to usse improve karne ke liye kya dietary ya lifestyle changes zaruri hain?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
640,"I am currently 8 months pregnant. Could you please suggest a nutritious diet plan, including specific foods or meals, that would be safe and beneficial for both me and my baby during this stage of pregnancy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
641,"Pehle pregnancy tests negative aa rahe the, par ek mahine pehle test positive aaya hai. Last period kab hua tha, aur cycle irregular hai kya? Kya kuch symptoms jaise nausea ya fatigue mehsoos ho rahe hain?",specific,WELL_SPECIFIED,VAGUE,0,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
642,"During 7 months of pregnancy, if a patient is experiencing increased thirst and wants to drink more water than usual, could this be a sign of gestational diabetes or another condition? Additionally, her lips feel dry despite drinking water. What could be causing these symptoms, and should further testing or dietary changes be considered?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
643,"I’m 26 weeks pregnant, and at my last ultrasound, my doctor said my baby is measuring smaller than expected for this stage. What can I do or eat to support my baby’s growth and ensure they’re healthy?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
644,"Mera pehla bacha cesarean section ke zariye paida hua tha, aur ab main 32 weeks pregnant hoon. Kya is baar normal delivery ka chance ho sakta hai agar pregnancy aur baby ki position ab tak theek hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
645,"Kis month tak pregnancy ke dauran bache ke sare body parts fully develop ho jate hain, aur kya is process ke alag alag milestones hotay hain jo check karne chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
646,"Kis month tak maa ke pet mein bacha apne sare body parts (jaise haath, pair, aankh, kaan, aur baaki organs) properly develop kar leta hai aur functioning shuru kar deta hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
647,"Mujhe apne menstrual cycle ke baare mein samajhne mein madad chahiye, kya aap mujhe ye bata sakte hain ki mera kon sa menstrual month chal raha h, agar mera pehla period 15 din pehle aaya tha?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,VAGUE,0,VAGUE,0
648,"As I am a working woman with a 9am to 7pm banking job involving long hours of sitting and significant mental stress, what specific health practices or routines, such as diet, exercise, or posture care, should I follow to maintain my physical and mental well-being?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
649,"My husband and I were both born prematurely (I was born at 30 weeks, and he at 32 weeks), and I’m worried if this increases my chances of having a premature delivery with our baby.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
650,"7 month pregnancy me baby ki acchi growth or mental health ke liye diet me kya include karein, kaunsi exercises safe hain, aur kya relaxation techniques adopt karni chahiye?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,VAGUE,0,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
651,"My last period started on 26th September 2024, and I believe I am now about 50 days into my pregnancy based on that. Should I schedule my first prenatal appointment now, and are there any early pregnancy symptoms or concerns I should be monitoring at this stage?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
652,"I need a detailed diet plan for a healthy pregnancy that supports my baby’s development and ensures my own nutritional needs are met, considering I’m in my second trimester and have no dietary restrictions.",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
653,"Before the 2nd trimester, my baby was kicking a lot more, but now that I’m in the 3rd trimester, his movements have become less frequent and feel slower. Is this normal, or could it be a sign of a potential problem?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
654,"My 7-month-old baby weighs 1200 grams (1.2 kg) and was born prematurely at 32 weeks. Is this weight appropriate for their age and developmental progress, or should I be concerned about their growth?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,VAGUE,0
655,"Han Mere 6 mahine ke bacche ke gale mein nabhi ki nali fasi hui lag rahi hai, kya iske liye sonography se sahi diagnosis ho sakta hai aur kya turant treatment ki zarurat hai?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
656,"During breastfeeding, can I pump and store my milk safely in the refrigerator or freezer and feed it to my 2-month-old baby later? If so, how long can it be stored, and what’s the best way to warm it up before feeding?",specific,WELL_SPECIFIED,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1,WELL_SPECIFIED,1
